#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  25600      2.49e+00    2.41e+00      3.75e-03    3.03e-03      8.96e-02    8.66e-02    7.7e-04
  25700      2.55e+00    2.56e+00      2.32e-02    2.32e-02      9.14e-02    9.20e-02    7.7e-04
  25800      2.67e+00    2.41e+00      4.48e-03    5.67e-03      9.61e-02    8.64e-02    7.7e-04
  25900      2.34e+00    2.26e+00      4.17e-02    4.18e-02      8.35e-02    8.05e-02    7.7e-04
  26000      2.50e+00    2.55e+00      2.08e-03    6.20e-04      8.97e-02    9.15e-02    7.7e-04
  26100      2.62e+00    2.56e+00      4.44e-02    4.41e-02      9.36e-02    9.14e-02    7.7e-04
  26200      2.63e+00    2.14e+00      4.96e-02    4.74e-02      9.39e-02    7.60e-02    7.7e-04
  26300      2.32e+00    2.19e+00      1.51e-02    1.47e-02      8.33e-02    7.85e-02    7.7e-04
  26400      2.53e+00    2.28e+00      6.95e-03    5.87e-03      9.09e-02    8.19e-02    7.7e-04
  26500      2.41e+00    2.18e+00      2.08e-02    2.24e-02      8.63e-02    7.82e-02    7.7e-04
  26600      2.49e+00    2.56e+00      2.03e-02    2.05e-02      8.93e-02    9.18e-02    7.7e-04
  26700      2.45e+00    2.08e+00      7.79e-03    7.32e-03      8.80e-02    7.49e-02    7.7e-04
  26800      2.36e+00    2.12e+00      1.30e-02    1.28e-02      8.46e-02    7.61e-02    7.7e-04
  26900      2.69e+00    2.25e+00      2.09e-02    2.27e-02      9.65e-02    8.06e-02    7.7e-04
  27000      2.39e+00    2.43e+00      1.55e-02    1.67e-02      8.60e-02    8.74e-02    7.7e-04
  27100      2.33e+00    2.46e+00      5.65e-03    4.63e-03      8.36e-02    8.86e-02    7.7e-04
  27200      2.35e+00    2.32e+00      1.10e-02    1.14e-02      8.44e-02    8.35e-02    7.7e-04
  27300      2.47e+00    2.47e+00      6.39e-03    5.42e-03      8.87e-02    8.89e-02    7.7e-04
  27400      2.51e+00    2.28e+00      5.65e-02    5.55e-02      8.90e-02    8.09e-02    7.7e-04
  27500      2.28e+00    1.90e+00      2.13e-02    2.00e-02      8.16e-02    6.82e-02    7.7e-04
  27600      2.31e+00    2.28e+00      1.22e-02    1.24e-02      8.29e-02    8.18e-02    7.7e-04
  27700      2.26e+00    2.54e+00      2.97e-02    2.96e-02      8.08e-02    9.10e-02    7.7e-04
  27800      2.27e+00    2.37e+00      1.30e-02    1.45e-02      8.16e-02    8.51e-02    7.7e-04
  27900      2.42e+00    2.39e+00      3.16e-02    3.13e-02      8.66e-02    8.55e-02    7.7e-04
  28000      2.46e+00    2.36e+00      1.90e-02    2.16e-02      8.83e-02    8.48e-02    7.7e-04
  28100      2.38e+00    2.50e+00      9.70e-03    1.08e-02      8.55e-02    9.00e-02    7.7e-04
  28200      2.36e+00    2.53e+00      3.41e-03    4.00e-03      8.48e-02    9.10e-02    7.7e-04
  28300      2.45e+00    2.14e+00      1.56e-02    1.59e-02      8.78e-02    7.69e-02    7.7e-04
  28400      2.43e+00    2.34e+00      3.43e-02    3.46e-02      8.68e-02    8.38e-02    7.7e-04
  28500      2.61e+00    2.37e+00      3.77e-03    3.50e-03      9.37e-02    8.52e-02    7.7e-04
  28600      2.58e+00    2.27e+00      1.38e-02    1.65e-02      9.27e-02    8.16e-02    7.7e-04
  28700      2.37e+00    2.50e+00      9.83e-03    1.09e-02      8.50e-02    8.99e-02    7.7e-04
  28800      2.30e+00    2.24e+00      1.39e-02    1.41e-02      8.25e-02    8.03e-02    7.7e-04
  28900      2.34e+00    2.24e+00      9.57e-03    1.00e-02      8.42e-02    8.06e-02    7.7e-04
  29000      2.19e+00    2.35e+00      1.93e-02    1.95e-02      7.84e-02    8.44e-02    7.7e-04
  29100      2.30e+00    2.13e+00      1.96e-02    1.94e-02      8.25e-02    7.63e-02    7.7e-04
  29200      2.31e+00    2.35e+00      1.68e-03    2.68e-03      8.31e-02    8.44e-02    7.7e-04
  29300      2.38e+00    2.33e+00      2.86e-02    2.95e-02      8.53e-02    8.35e-02    7.7e-04
  29400      2.27e+00    2.28e+00      1.20e-02    1.34e-02      8.16e-02    8.20e-02    7.7e-04
  29500      2.43e+00    2.37e+00      4.43e-03    3.40e-03      8.74e-02    8.51e-02    7.7e-04
  29600      2.39e+00    2.34e+00      2.01e-02    2.06e-02      8.58e-02    8.39e-02    7.7e-04
  29700      2.48e+00    2.44e+00      4.80e-03    4.42e-03      8.90e-02    8.77e-02    7.7e-04
  29800      2.35e+00    3.03e+00      8.87e-03    1.24e-02      8.43e-02    1.09e-01    7.7e-04
  29900      2.53e+00    2.40e+00      5.87e-03    5.69e-03      9.08e-02    8.62e-02    7.7e-04
  30000      2.46e+00    2.19e+00      1.91e-02    1.87e-02      9.07e-02    8.07e-02    7.4e-04
  30100      2.46e+00    2.44e+00      1.28e-03    1.33e-03      9.06e-02    9.00e-02    7.4e-04
  30200      2.17e+00    2.29e+00      1.36e-02    1.34e-02      8.01e-02    8.43e-02    7.4e-04
  30300      2.37e+00    2.13e+00      8.55e-03    9.10e-03      8.73e-02    7.85e-02    7.4e-04
  30400      2.38e+00    2.06e+00      2.34e-02    2.27e-02      8.74e-02    7.56e-02    7.4e-04
  30500      2.23e+00    2.26e+00      1.47e-02    1.53e-02      8.22e-02    8.31e-02    7.4e-04
  30600      2.26e+00    2.33e+00      1.24e-02    1.11e-02      8.31e-02    8.59e-02    7.4e-04
  30700      2.25e+00    1.93e+00      2.02e-02    1.89e-02      8.28e-02    7.11e-02    7.4e-04
  30800      2.41e+00    1.96e+00      2.37e-02    2.35e-02      8.86e-02    7.19e-02    7.4e-04
  30900      2.29e+00    2.07e+00      3.30e-03    3.38e-03      8.45e-02    7.64e-02    7.4e-04
  31000      2.24e+00    2.15e+00      1.50e-02    1.45e-02      8.24e-02    7.93e-02    7.4e-04
  31100      2.22e+00    2.15e+00      1.60e-02    1.73e-02      8.17e-02    7.90e-02    7.4e-04
  31200      2.34e+00    2.02e+00      9.21e-04    2.94e-04      8.64e-02    7.44e-02    7.4e-04
  31300      2.23e+00    2.37e+00      9.39e-04    2.73e-04      8.22e-02    8.75e-02    7.4e-04
  31400      2.40e+00    2.36e+00      3.27e-03    1.94e-03      8.84e-02    8.69e-02    7.4e-04
  31500      2.27e+00    2.06e+00      1.75e-02    1.82e-02      8.35e-02    7.60e-02    7.4e-04
  31600      2.31e+00    2.01e+00      2.68e-02    2.70e-02      8.49e-02    7.39e-02    7.4e-04
  31700      2.28e+00    2.31e+00      6.25e-03    5.92e-03      8.40e-02    8.51e-02    7.4e-04
  31800      2.26e+00    2.10e+00      1.59e-02    1.67e-02      8.32e-02    7.73e-02    7.4e-04
  31900      2.14e+00    2.52e+00      2.89e-03    2.37e-03      7.89e-02    9.29e-02    7.4e-04
  32000      2.13e+00    2.79e+00      1.04e-02    1.04e-02      7.84e-02    1.03e-01    7.4e-04
  32100      2.28e+00    2.29e+00      7.77e-03    5.79e-03      8.40e-02    8.46e-02    7.4e-04
  32200      2.19e+00    2.18e+00      1.68e-02    1.62e-02      8.07e-02    8.02e-02    7.4e-04
  32300      2.53e+00    2.15e+00      2.11e-03    1.32e-03      9.34e-02    7.93e-02    7.4e-04
  32400      2.33e+00    2.20e+00      1.34e-02    1.35e-02      8.59e-02    8.10e-02    7.4e-04
  32500      2.11e+00    2.11e+00      1.23e-02    1.30e-02      7.78e-02    7.77e-02    7.4e-04
  32600      2.24e+00    2.16e+00      1.04e-03    2.11e-03      8.25e-02    7.98e-02    7.4e-04
  32700      2.08e+00    2.17e+00      6.74e-03    6.29e-03      7.67e-02    8.01e-02    7.4e-04
  32800      2.30e+00    2.24e+00      9.91e-03    8.03e-03      8.47e-02    8.25e-02    7.4e-04
  32900      2.36e+00    2.09e+00      1.28e-03    6.82e-04      8.70e-02    7.71e-02    7.4e-04
  33000      2.21e+00    2.06e+00      1.67e-02    1.75e-02      8.12e-02    7.59e-02    7.4e-04
  33100      2.34e+00    2.12e+00      3.13e-03    2.18e-03      8.63e-02    7.81e-02    7.4e-04
  33200      2.20e+00    2.15e+00      7.91e-03    7.46e-03      8.13e-02    7.92e-02    7.4e-04
  33300      2.26e+00    2.52e+00      2.57e-02    2.52e-02      8.30e-02    9.28e-02    7.4e-04
  33400      2.39e+00    2.01e+00      3.26e-02    3.38e-02      8.76e-02    7.36e-02    7.4e-04
  33500      2.40e+00    2.13e+00      3.77e-03    5.59e-03      8.86e-02    7.85e-02    7.4e-04
  33600      2.32e+00    2.23e+00      3.74e-02    3.69e-02      8.50e-02    8.17e-02    7.4e-04
  33700      2.30e+00    2.14e+00      2.90e-03    1.67e-03      8.50e-02    7.90e-02    7.4e-04
  33800      2.18e+00    2.74e+00      1.22e-02    9.67e-03      8.03e-02    1.01e-01    7.4e-04
  33900      2.40e+00    2.21e+00      4.23e-03    4.69e-03      8.85e-02    8.16e-02    7.4e-04
  34000      2.38e+00    2.02e+00      1.32e-02    1.34e-02      8.77e-02    7.45e-02    7.4e-04
  34100      2.22e+00    2.10e+00      4.30e-02    4.21e-02      8.12e-02    7.67e-02    7.4e-04
  34200      2.38e+00    2.42e+00      6.72e-03    6.82e-03      8.76e-02    8.94e-02    7.4e-04
  34300      2.31e+00    2.52e+00      2.93e-02    3.03e-02      8.48e-02    9.25e-02    7.4e-04
  34400      2.33e+00    2.19e+00      2.16e-04    1.44e-03      8.60e-02    8.07e-02    7.4e-04
  34500      2.22e+00    2.23e+00      1.47e-03    6.78e-04      8.20e-02    8.23e-02    7.4e-04
  34600      2.34e+00    2.18e+00      3.07e-02    3.16e-02      8.60e-02    7.99e-02    7.4e-04
  34700      2.10e+00    2.15e+00      7.91e-03    8.30e-03      7.75e-02    7.93e-02    7.4e-04
  34800      2.25e+00    2.12e+00      2.07e-02    2.07e-02      8.29e-02    7.78e-02    7.4e-04
  34900      2.37e+00    2.30e+00      8.13e-04    1.33e-03      8.73e-02    8.47e-02    7.4e-04
  35000      2.09e+00    2.15e+00      1.98e-02    2.00e-02      7.89e-02    8.11e-02    7.0e-04
  35100      2.17e+00    2.32e+00      1.97e-03    2.56e-04      8.20e-02    8.77e-02    7.0e-04
  35200      2.06e+00    2.21e+00      3.63e-04    1.61e-03      7.79e-02    8.36e-02    7.0e-04
  35300      1.97e+00    1.99e+00      3.22e-03    2.26e-03      7.47e-02    7.54e-02    7.0e-04
  35400      1.98e+00    1.78e+00      1.17e-02    1.19e-02      7.48e-02    6.71e-02    7.0e-04
  35500      2.21e+00    2.00e+00      1.12e-02    9.08e-03      8.37e-02    7.57e-02    7.0e-04
  35600      2.25e+00    2.08e+00      1.93e-02    1.88e-02      8.48e-02    7.84e-02    7.0e-04
  35700      2.14e+00    2.07e+00      2.24e-02    2.13e-02      8.07e-02    7.82e-02    7.0e-04
  35800      2.11e+00    2.14e+00      4.77e-02    4.68e-02      7.85e-02    7.99e-02    7.0e-04
  35900      2.05e+00    2.04e+00      1.76e-02    1.75e-02      7.74e-02    7.70e-02    7.0e-04
  36000      2.20e+00    1.93e+00      8.12e-03    8.25e-03      8.33e-02    7.31e-02    7.0e-04
  36100      2.14e+00    2.08e+00      3.19e-02    3.08e-02      8.03e-02    7.81e-02    7.0e-04
  36200      1.92e+00    1.95e+00      1.78e-02    1.85e-02      7.26e-02    7.36e-02    7.0e-04
  36300      2.47e+00    2.25e+00      3.04e-02    3.16e-02      9.29e-02    8.46e-02    7.0e-04
  36400      2.08e+00    2.25e+00      1.06e-02    1.05e-02      7.85e-02    8.52e-02    7.0e-04
  36500      2.03e+00    2.25e+00      9.90e-03    1.03e-02      7.69e-02    8.51e-02    7.0e-04
  36600      2.32e+00    2.14e+00      4.07e-02    4.17e-02      8.69e-02    8.00e-02    7.0e-04
  36700      2.27e+00    2.02e+00      2.05e-02    1.98e-02      8.58e-02    7.63e-02    7.0e-04
  36800      2.01e+00    2.01e+00      6.81e-03    8.39e-03      7.59e-02    7.60e-02    7.0e-04
  36900      2.26e+00    2.21e+00      2.85e-03    4.30e-03      8.55e-02    8.34e-02    7.0e-04
  37000      2.22e+00    2.30e+00      1.33e-02    1.28e-02      8.38e-02    8.68e-02    7.0e-04
  37100      2.23e+00    2.45e+00      5.06e-03    5.14e-03      8.43e-02    9.25e-02    7.0e-04
  37200      2.18e+00    2.05e+00      3.10e-03    3.65e-03      8.23e-02    7.76e-02    7.0e-04
  37300      1.98e+00    2.08e+00      1.74e-02    1.83e-02      7.49e-02    7.86e-02    7.0e-04
  37400      2.13e+00    2.13e+00      3.17e-03    4.18e-03      8.06e-02    8.08e-02    7.0e-04
  37500      2.21e+00    1.99e+00      3.39e-02    3.49e-02      8.32e-02    7.45e-02    7.0e-04
  37600      2.12e+00    2.21e+00      1.71e-02    1.80e-02      8.02e-02    8.33e-02    7.0e-04
  37700      2.24e+00    1.98e+00      7.59e-03    7.42e-03      8.48e-02    7.49e-02    7.0e-04
  37800      2.08e+00    2.15e+00      2.17e-02    2.01e-02      7.86e-02    8.10e-02    7.0e-04
  37900      2.18e+00    2.23e+00      1.60e-02    1.82e-02      8.25e-02    8.42e-02    7.0e-04
  38000      2.11e+00    2.28e+00      2.11e-02    2.20e-02      7.94e-02    8.60e-02    7.0e-04
  38100      1.98e+00    2.00e+00      8.24e-03    7.52e-03      7.49e-02    7.55e-02    7.0e-04
  38200      2.12e+00    1.86e+00      1.15e-03    1.95e-04      8.02e-02    7.04e-02    7.0e-04
  38300      2.36e+00    2.07e+00      2.83e-02    2.62e-02      8.91e-02    7.80e-02    7.0e-04
  38400      2.13e+00    2.06e+00      1.36e-02    1.33e-02      8.06e-02    7.79e-02    7.0e-04
  38500      2.45e+00    1.99e+00      3.93e-02    4.11e-02      9.21e-02    7.42e-02    7.0e-04
  38600      2.03e+00    2.21e+00      1.41e-02    1.29e-02      7.68e-02    8.37e-02    7.0e-04
  38700      2.25e+00    2.30e+00      5.49e-03    4.22e-03      8.52e-02    8.70e-02    7.0e-04
  38800      2.14e+00    1.96e+00      7.63e-03    9.07e-03      8.08e-02    7.42e-02    7.0e-04
  38900      2.28e+00    2.14e+00      1.05e-02    9.21e-03      8.62e-02    8.09e-02    7.0e-04
  39000      2.07e+00    2.10e+00      9.33e-03    9.82e-03      7.82e-02    7.93e-02    7.0e-04
  39100      2.17e+00    2.19e+00      1.63e-02    1.64e-02      8.19e-02    8.28e-02    7.0e-04
  39200      2.16e+00    1.91e+00      4.02e-02    4.02e-02      8.07e-02    7.13e-02    7.0e-04
  39300      2.07e+00    2.06e+00      1.61e-02    1.45e-02      7.80e-02    7.79e-02    7.0e-04
  39400      2.23e+00    2.13e+00      3.35e-03    3.14e-03      8.43e-02    8.07e-02    7.0e-04
  39500      1.99e+00    2.06e+00      3.43e-04    3.58e-04      7.51e-02    7.81e-02    7.0e-04
  39600      2.08e+00    2.40e+00      1.57e-03    4.14e-05      7.88e-02    9.07e-02    7.0e-04
  39700      2.11e+00    1.94e+00      1.10e-02    1.03e-02      7.99e-02    7.33e-02    7.0e-04
  39800      2.17e+00    1.99e+00      1.40e-02    1.51e-02      8.22e-02    7.53e-02    7.0e-04
  39900      2.21e+00    2.06e+00      1.28e-02    1.09e-02      8.34e-02    7.78e-02    7.0e-04
  40000      2.04e+00    2.02e+00      1.93e-03    4.52e-03      7.92e-02    7.85e-02    6.6e-04
  40100      2.15e+00    2.10e+00      1.91e-02    1.84e-02      8.33e-02    8.14e-02    6.6e-04
  40200      1.98e+00    1.89e+00      5.20e-04    1.46e-03      7.67e-02    7.33e-02    6.6e-04
  40300      2.03e+00    2.12e+00      2.37e-02    2.35e-02      7.84e-02    8.18e-02    6.6e-04
  40400      1.98e+00    1.77e+00      2.77e-02    2.81e-02      7.64e-02    6.83e-02    6.6e-04
  40500      2.12e+00    2.12e+00      8.42e-03    8.83e-03      8.23e-02    8.23e-02    6.6e-04
  40600      2.12e+00    1.96e+00      2.20e-02    2.12e-02      8.19e-02    7.57e-02    6.6e-04
  40700      2.01e+00    1.81e+00      8.39e-03    8.23e-03      7.79e-02    7.03e-02    6.6e-04
  40800      2.12e+00    2.06e+00      1.74e-03    1.08e-03      8.22e-02    8.00e-02    6.6e-04
  40900      2.09e+00    2.07e+00      2.19e-02    2.31e-02      8.07e-02    8.02e-02    6.6e-04
  41000      2.13e+00    1.91e+00      2.81e-02    2.86e-02      8.22e-02    7.36e-02    6.6e-04
  41100      2.03e+00    1.93e+00      4.39e-02    4.44e-02      7.75e-02    7.34e-02    6.6e-04
  41200      2.18e+00    2.12e+00      4.66e-02    4.75e-02      8.34e-02    8.10e-02    6.6e-04
  41300      2.38e+00    1.87e+00      1.11e-02    1.18e-02      9.25e-02    7.24e-02    6.6e-04
  41400      2.08e+00    1.98e+00      3.08e-02    2.95e-02      8.00e-02    7.61e-02    6.6e-04
  41500      2.22e+00    2.07e+00      1.73e-02    1.42e-02      8.60e-02    8.00e-02    6.6e-04
  41600      2.09e+00    1.93e+00      6.08e-03    6.29e-03      8.10e-02    7.48e-02    6.6e-04
  41700      2.02e+00    2.16e+00      1.14e-02    1.14e-02      7.84e-02    8.36e-02    6.6e-04
  41800      2.05e+00    2.15e+00      3.75e-03    5.29e-03      7.96e-02    8.34e-02    6.6e-04
  41900      2.26e+00    1.90e+00      4.96e-03    3.71e-03      8.78e-02    7.36e-02    6.6e-04
  42000      2.12e+00    2.02e+00      1.73e-02    1.70e-02      8.23e-02    7.83e-02    6.6e-04
  42100      2.01e+00    1.99e+00      2.80e-03    3.57e-03      7.80e-02    7.73e-02    6.6e-04
  42200      2.12e+00    3.06e+00      1.96e-03    3.34e-04      8.24e-02    1.19e-01    6.6e-04
  42300      1.94e+00    1.98e+00      1.26e-02    1.18e-02      7.53e-02    7.67e-02    6.6e-04
  42400      2.08e+00    2.04e+00      1.70e-02    1.86e-02      8.06e-02    7.91e-02    6.6e-04
  42500      2.03e+00    2.13e+00      1.72e-02    1.90e-02      7.87e-02    8.25e-02    6.6e-04
  42600      2.09e+00    2.11e+00      3.76e-03    5.02e-03      8.12e-02    8.17e-02    6.6e-04
  42700      2.20e+00    1.86e+00      8.79e-03    9.03e-03      8.55e-02    7.21e-02    6.6e-04
  42800      1.98e+00    2.08e+00      2.03e-02    1.89e-02      7.67e-02    8.04e-02    6.6e-04
  42900      2.06e+00    2.22e+00      1.57e-02    1.73e-02      7.99e-02    8.59e-02    6.6e-04
  43000      2.11e+00    2.18e+00      1.65e-02    1.54e-02      8.19e-02    8.44e-02    6.6e-04
  43100      2.02e+00    1.84e+00      5.59e-04    7.83e-04      7.83e-02    7.12e-02    6.6e-04
  43200      2.16e+00    1.96e+00      1.57e-02    1.66e-02      8.39e-02    7.60e-02    6.6e-04
  43300      2.01e+00    1.91e+00      1.54e-02    1.44e-02      7.79e-02    7.39e-02    6.6e-04
  43400      1.97e+00    1.97e+00      1.51e-02    1.41e-02      7.64e-02    7.62e-02    6.6e-04
  43500      2.10e+00    2.12e+00      1.64e-02    1.58e-02      8.14e-02    8.21e-02    6.6e-04
  43600      2.10e+00    2.32e+00      1.05e-02    1.04e-02      8.13e-02    8.99e-02    6.6e-04
  43700      2.14e+00    1.89e+00      3.09e-02    3.02e-02      8.26e-02    7.28e-02    6.6e-04
  43800      1.95e+00    1.87e+00      8.14e-03    6.46e-03      7.58e-02    7.27e-02    6.6e-04
  43900      2.11e+00    1.94e+00      6.64e-03    5.51e-03      8.18e-02    7.54e-02    6.6e-04
  44000      1.97e+00    1.98e+00      1.31e-02    1.18e-02      7.65e-02    7.69e-02    6.6e-04
  44100      1.96e+00    1.90e+00      1.66e-02    1.67e-02      7.58e-02    7.36e-02    6.6e-04
  44200      2.06e+00    2.04e+00      1.14e-03    1.59e-03      8.01e-02    7.93e-02    6.6e-04
  44300      2.10e+00    2.22e+00      1.31e-02    1.15e-02      8.14e-02    8.59e-02    6.6e-04
  44400      2.15e+00    1.89e+00      1.90e-02    1.98e-02      8.31e-02    7.31e-02    6.6e-04
  44500      1.96e+00    2.00e+00      1.46e-02    1.57e-02      7.58e-02    7.74e-02    6.6e-04
  44600      1.98e+00    1.91e+00      6.07e-03    6.99e-03      7.66e-02    7.43e-02    6.6e-04
  44700      2.08e+00    1.86e+00      1.19e-02    1.15e-02      8.08e-02    7.20e-02    6.6e-04
  44800      1.97e+00    2.24e+00      1.67e-02    1.84e-02      7.63e-02    8.66e-02    6.6e-04
  44900      1.98e+00    2.17e+00      8.23e-03    7.22e-03      7.68e-02    8.43e-02    6.6e-04
  45000      2.08e+00    2.23e+00      4.35e-03    5.47e-03      8.30e-02    8.87e-02    6.3e-04
  45100      2.08e+00    1.94e+00      1.69e-02    1.40e-02      8.25e-02    7.70e-02    6.3e-04
  45200      2.01e+00    1.83e+00      2.93e-03    3.66e-03      7.98e-02    7.28e-02    6.3e-04
  45300      2.02e+00    1.87e+00      1.79e-02    1.77e-02      8.02e-02    7.43e-02    6.3e-04
  45400      2.03e+00    2.05e+00      2.84e-03    3.61e-03      8.08e-02    8.16e-02    6.3e-04
  45500      2.14e+00    1.93e+00      7.22e-03    5.45e-03      8.51e-02    7.69e-02    6.3e-04
  45600      2.05e+00    1.77e+00      4.44e-03    4.57e-03      8.18e-02    7.06e-02    6.3e-04
  45700      2.01e+00    2.15e+00      1.97e-02    1.83e-02      7.96e-02    8.52e-02    6.3e-04
  45800      1.95e+00    1.84e+00      2.05e-02    1.99e-02      7.75e-02    7.30e-02    6.3e-04
  45900      1.86e+00    1.85e+00      1.44e-02    1.34e-02      7.37e-02    7.35e-02    6.3e-04
  46000      2.10e+00    1.81e+00      4.46e-03    4.15e-03      8.37e-02    7.22e-02    6.3e-04
  46100      2.02e+00    1.77e+00      1.17e-02    1.27e-02      8.02e-02    7.03e-02    6.3e-04
  46200      1.95e+00    1.81e+00      7.07e-03    8.70e-03      7.76e-02    7.20e-02    6.3e-04
  46300      2.05e+00    2.09e+00      1.01e-02    9.10e-03      8.14e-02    8.31e-02    6.3e-04
